,Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Results,Winning Team,Win conditions,MatchID,Home Team Initials,Away Team Initials,City Temperature
526,1998,14 Jun 1998 - 14:30 ,Group H,Stade Municipal,Toulouse ,Argentina,1,0,Japan,H,Argentina, ,8734,ARG,JPN,30
527,1998,14 Jun 1998 - 17:30 ,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1,0,Iran,H,Yugoslavia, ,8735,YUG,IRN,24
528,1998,14 Jun 1998 - 21:00 ,Group H,Stade Felix Bollaert,Lens ,Jamaica,1,3,Croatia,A,Croatia, ,8736,JAM,CRO,22
529,1998,15 Jun 1998 - 14:30 ,Group G,Stade V�lodrome,Marseilles ,England,2,0,Tunisia,H,England, ,8740,ENG,TUN,25
530,1998,15 Jun 1998 - 17:30 ,Group G,Stade de Gerland,Lyon ,Romania,1,0,Colombia,H,Romania, ,8739,ROU,COL,26
531,1998,15 Jun 1998 - 21:00 ,Group F,Parc des Princes,Paris ,Germany,2,0,USA,H,Germany, ,8738,GER,USA,25
532,1998,16 Jun 1998 - 17:30 ,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway,D,Draw, ,8741,SCO,NOR,32
533,1998,16 Jun 1998 - 21:00 ,Group A,La Beaujoire,Nantes ,Brazil,3,0,Morocco,H,Brazil, ,8742,BRA,MAR,28
534,1998,17 Jun 1998 - 17:30 ,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria,D,Draw, ,8743,CHI,AUT,24
535,1998,17 Jun 1998 - 21:00 ,Group B,La Mosson,Montpellier ,Italy,3,0,Cameroon,H,Italy, ,8744,ITA,CMR,32
536,1998,18 Jun 1998 - 17:30 ,Group C,Stade Municipal,Toulouse ,South Africa,1,1,Denmark,D,Draw, ,8746,RSA,DEN,30
537,1998,18 Jun 1998 - 21:00 ,Group C,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia,H,France, ,8745,FRA,KSA,22
538,1998,19 Jun 1998 - 17:30 ,Group D,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria,H,Nigeria, ,8747,NGA,BUL,25
539,1998,19 Jun 1998 - 21:00 ,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay,D,Draw, ,8748,ESP,PAR,24
540,1998,20 Jun 1998 - 14:30 ,Group H,La Beaujoire,Nantes ,Japan,0,1,Croatia,A,Croatia, ,8751,JPN,CRO,28
541,1998,20 Jun 1998 - 17:30 ,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico,D,Draw, ,8750,BEL,MEX,32
542,1998,20 Jun 1998 - 21:00 ,Group E,Stade V�lodrome,Marseilles ,Netherlands,5,0,Korea Republic,H,Netherlands, ,8749,NED,KOR,25
543,1998,21 Jun 1998 - 14:30 ,Group F,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia,D,Draw, ,8753,GER,YUG,22
544,1998,21 Jun 1998 - 17:30 ,Group H,Parc des Princes,Paris ,Argentina,5,0,Jamaica,H,Argentina, ,8752,ARG,JAM,25
545,1998,21 Jun 1998 - 21:00 ,Group F,Stade de Gerland,Lyon ,USA,1,2,Iran,A,Iran, ,8754,USA,IRN,26
546,1998,22 Jun 1998 - 17:30 ,Group G,La Mosson,Montpellier ,Colombia,1,0,Tunisia,H,Colombia, ,8755,COL,TUN,32
547,1998,22 Jun 1998 - 21:00 ,Group G,Stade Municipal,Toulouse ,Romania,2,1,England,H,Romania, ,8756,ROU,ENG,30
548,1998,23 Jun 1998 - 16:00 ,Group B,Stade de France,Saint-Denis ,Italy,2,1,Austria,H,Italy, ,8757,ITA,AUT,22
549,1998,23 Jun 1998 - 16:00 ,Group B,La Beaujoire,Nantes ,Chile,1,1,Cameroon,D,Draw, ,8760,CHI,CMR,28
550,1998,23 Jun 1998 - 21:00 ,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco,A,Morocco, ,8758,SCO,MAR,24
551,1998,23 Jun 1998 - 21:00 ,Group A,Stade V�lodrome,Marseilles ,Brazil,1,2,Norway,A,Norway, ,8759,BRA,NOR,25
552,1998,24 Jun 1998 - 16:00 ,Group C,Stade de Gerland,Lyon ,France,2,1,Denmark,H,France, ,8762,FRA,DEN,26
553,1998,24 Jun 1998 - 16:00 ,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2,2,Saudi Arabia,D,Draw, ,8764,RSA,KSA,32
554,1998,24 Jun 1998 - 21:00 ,Group D,Stade Felix Bollaert,Lens ,Spain,6,1,Bulgaria,H,Spain, ,8761,ESP,BUL,22
555,1998,24 Jun 1998 - 21:00 ,Group D,Stade Municipal,Toulouse ,Nigeria,1,3,Paraguay,A,Paraguay, ,8763,NGA,PAR,30
556,1998,25 Jun 1998 - 16:00 ,Group E,Parc des Princes,Paris ,Belgium,1,1,Korea Republic,D,Draw, ,8765,BEL,KOR,25
557,1998,25 Jun 1998 - 16:00 ,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2,2,Mexico,D,Draw, ,8766,NED,MEX,24
558,1998,25 Jun 1998 - 21:00 ,Group F,La Mosson,Montpellier ,Germany,2,0,Iran,H,Germany, ,8767,GER,IRN,32
559,1998,25 Jun 1998 - 21:00 ,Group F,La Beaujoire,Nantes ,USA,0,1,Yugoslavia,A,Yugoslavia, ,8768,USA,YUG,28
560,1998,26 Jun 1998 - 16:00 ,Group H,Stade de Gerland,Lyon ,Japan,1,2,Jamaica,A,Jamaica, ,8771,JPN,JAM,26
561,1998,26 Jun 1998 - 16:00 ,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1,0,Croatia,H,Argentina, ,8772,ARG,CRO,32
562,1998,26 Jun 1998 - 21:00 ,Group G,Stade de France,Saint-Denis ,Romania,1,1,Tunisia,D,Draw, ,8769,ROU,TUN,22
563,1998,26 Jun 1998 - 21:00 ,Group G,Stade Felix Bollaert,Lens ,Colombia,0,2,England,A,England, ,8770,COL,ENG,22
564,1998,27 Jun 1998 - 16:30 ,Round of 16,Stade V�lodrome,Marseilles ,Italy,1,0,Norway,H,Italy, ,8774,ITA,NOR,25
565,1998,27 Jun 1998 - 21:00 ,Round of 16,Parc des Princes,Paris ,Brazil,4,1,Chile,H,Brazil, ,8773,BRA,CHI,25
566,1998,28 Jun 1998 - 16:30 ,Round of 16,Stade Felix Bollaert,Lens ,France,1,0,Paraguay,H,France,France win after extra time ,8776,FRA,PAR,22
567,1998,28 Jun 1998 - 21:00 ,Round of 16,Stade de France,Saint-Denis ,Nigeria,1,4,Denmark,A,Denmark, ,8775,NGA,DEN,22
568,1998,29 Jun 1998 - 16:30 ,Round of 16,La Mosson,Montpellier ,Germany,2,1,Mexico,H,Germany, ,8777,GER,MEX,32
569,1998,29 Jun 1998 - 21:00 ,Round of 16,Stade Municipal,Toulouse ,Netherlands,2,1,Yugoslavia,H,Netherlands, ,8778,NED,YUG,30
570,1998,30 Jun 1998 - 16:30 ,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0,1,Croatia,A,Croatia, ,8780,ROU,CRO,32
571,1998,30 Jun 1998 - 21:00 ,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2,2,England,D,Draw,Argentina win on penalties (4 - 3) ,8779,ARG,ENG,24
572,1998,03 Jul 1998 - 16:30 ,Quarter-finals,Stade de France,Saint-Denis ,Italy,0,0,France,D,Draw,France win on penalties (3 - 4) ,8781,ITA,FRA,22
573,1998,03 Jul 1998 - 21:00 ,Quarter-finals,La Beaujoire,Nantes ,Brazil,3,2,Denmark,H,Brazil, ,8782,BRA,DEN,28
574,1998,04 Jul 1998 - 16:30 ,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2,1,Argentina,H,Netherlands, ,8784,NED,ARG,25
575,1998,04 Jul 1998 - 21:00 ,Quarter-finals,Stade de Gerland,Lyon ,Germany,0,3,Croatia,A,Croatia, ,8783,GER,CRO,26
576,1998,07 Jul 1998 - 21:00 ,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1,1,Netherlands,D,Draw,Brazil win on penalties (4 - 2) ,8785,BRA,NED,25
577,1998,08 Jul 1998 - 21:00 ,Semi-finals,Stade de France,Saint-Denis ,France,2,1,Croatia,H,France, ,8786,FRA,CRO,22
578,1998,11 Jul 1998 - 21:00 ,Match for third place,Parc des Princes,Paris ,Netherlands,1,2,Croatia,A,Croatia, ,8787,NED,CRO,25
579,1998,12 Jul 1998 - 21:00 ,Final,Stade de France,Saint-Denis ,Brazil,0,3,France,A,France, ,8788,BRA,FRA,22
580,2002,31 May 2002 - 20:30 ,Group A,Seoul World Cup Stadium,Seoul ,France,0,1,Senegal,A,Senegal, ,43950001,FRA,SEN,29
581,2002,01 Jun 2002 - 18:00 ,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1,2,Denmark,A,Denmark, ,43950003,URU,DEN,25
582,2002,01 Jun 2002 - 15:30 ,Group E,Niigata Stadium Big Swan,Niigata ,Republic of Ireland,1,1,Cameroon,D,Draw, ,43950002,IRL,CMR,24
583,2002,01 Jun 2002 - 20:30 ,Group E,Sapporo Dome,Sapporo ,Germany,8,0,Saudi Arabia,H,Germany, ,43950004,GER,KSA,21
584,2002,02 Jun 2002 - 14:30 ,Group F,Kashima Stadium,Ibaraki ,Argentina,1,0,Nigeria,H,Argentina, ,43950007,ARG,NGA,26
585,2002,02 Jun 2002 - 16:30 ,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2,2,South Africa,D,Draw, ,43950006,PAR,RSA,48
586,2002,02 Jun 2002 - 18:30 ,Group F,Saitama Stadium 2002,Saitama ,England,1,1,Sweden,D,Draw, ,43950005,ENG,SWE,29
587,2002,02 Jun 2002 - 20:30 ,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3,1,Slovenia,H,Spain, ,43950008,ESP,SVN,27
588,2002,03 June 2002 - 18:00 ,Group C,Munsu Football Stadium,Ulsan ,Brazil,2,1,Turkey,H,Brazil, ,43950010,BRA,TUR,25
589,2002,03 Jun 2002 - 20:30 ,Group G,Sapporo Dome,Sapporo ,Italy,2,0,Ecuador,H,Italy, ,43950011,ITA,ECU,21
590,2002,03 Jun 2002 - 15:30 ,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0,1,Mexico,A,Mexico, ,43950009,CRO,MEX,24
591,2002,04 June 2002 - 15:30 ,Group C,Gwangju World Cup Stadium,Gwangju ,China PR,0,2,Costa Rica,A,Costa Rica, ,43950012,CHN,CRC,27
592,2002,04 June 2002 - 18:00 ,Group H,Saitama Stadium 2002,Saitama ,Japan,2,2,Belgium,D,Draw, ,43950013,JPN,BEL,29
593,2002,04 Jun 2002 - 20:30 ,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2,0,Poland,H,Korea Republic, ,43950014,KOR,POL,48
594,2002,05 Jun 2002 - 15:30 ,Group H,Kobe Wing Stadium,Kobe ,Russia,2,0,Tunisia,H,Russia, ,43950015,RUS,TUN,25
595,2002,05 Jun 2002 - 18:00 ,Group D,Suwon World Cup Stadium,Suwon ,USA,3,2,Portugal,H,USA, ,43950016,USA,POR,22
596,2002,05 Jun 2002 - 20:30 ,Group E,Kashima Stadium,Ibaraki ,Germany,1,1,Republic of Ireland,D,Draw, ,43950017,GER,IRL,26
597,2002,06 Jun 2002 - 15:30 ,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1,1,Senegal,D,Draw, ,43950020,DEN,SEN,28
598,2002,06 Jun 2002 - 18:00 ,Group E,Saitama Stadium 2002,Saitama ,Cameroon,1,0,Saudi Arabia,H,Cameroon, ,43950019,CMR,KSA,29
599,2002,06 Jun 2002 - 20:30 ,Group A,Busan Asiad Main Stadium,Busan ,France,0,0,Uruguay,D,Draw, ,43950018,FRA,URU,48
600,2002,07 Jun 2002 - 15:30 ,Group F,Kobe Wing Stadium,Kobe ,Sweden,2,1,Nigeria,H,Sweden, ,43950021,SWE,NGA,25
601,2002,07 Jun 2002 - 20:30 ,Group F,Sapporo Dome,Sapporo ,Argentina,0,1,England,A,England, ,43950023,ARG,ENG,21
602,2002,07 June 2002 - 18:00 ,Group B,Jeonju World Cup Stadium,Jeonju ,Spain,3,1,Paraguay,H,Spain, ,43950022,ESP,PAR,27
603,2002,08 Jun 2002 - 15:30 ,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1,0,Slovenia,H,South Africa, ,43950024,RSA,SVN,28
604,2002,08 Jun 2002 - 20:30 ,Group C,Jeju World Cup Stadium,Jeju ,Brazil,4,0,China PR,H,Brazil, ,43950026,BRA,CHN,28
605,2002,08 June 2002 - 18:00 ,Group G,Kashima Stadium,Ibaraki ,Italy,1,2,Croatia,A,Croatia, ,43950025,ITA,CRO,26
606,2002,09 Jun 2002 - 18:00 ,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1,1,Turkey,D,Draw, ,43950028,CRC,TUR,27
607,2002,09 Jun 2002 - 20:30 ,Group H,International Stadium Yokohama,Yokohama ,Japan,1,0,Russia,H,Japan, ,43950029,JPN,RUS,25
608,2002,09 Jun 2002 - 15:30 ,Group G,Miyagi Stadium,Rifu ,Mexico,2,1,Ecuador,H,Mexico, ,43950027,MEX,ECU,26
609,2002,10 Jun 2002 - 15:30 ,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1,1,USA,D,Draw, ,43950030,KOR,USA,28
610,2002,10 Jun 2002 - 20:30 ,Group D,Jeonju World Cup Stadium,Jeonju ,Portugal,4,0,Poland,H,Portugal, ,43950032,POR,POL,27
611,2002,10 Jun 2002 - 18:00 ,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1,1,Belgium,D,Draw, ,43950031,TUN,BEL,21
612,2002,11 Jun 2002 - 15:30 ,Group A,Incheon Football Stadium,Incheon ,Denmark,2,0,France,H,Denmark, ,43950033,DEN,FRA,27
613,2002,11 June 2002 - 15:30 ,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3,3,Uruguay,D,Draw, ,43950034,SEN,URU,22
614,2002,11 Jun 2002 - 20:30 ,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0,3,Republic of Ireland,A,Republic of Ireland, ,43950036,KSA,IRL,25
615,2002,11 Jun 2002 - 20:30 ,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0,2,Germany,A,Germany, ,43950035,CMR,GER,26
616,2002,12 Jun 2002 - 15:30 ,Group F,Miyagi Stadium,Rifu ,Sweden,1,1,Argentina,D,Draw, ,43950037,SWE,ARG,26
617,2002,12 Jun 2002 - 15:30 ,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0,0,England,D,Draw, ,43950038,NGA,ENG,27
618,2002,12 Jun 2002 - 20:30 ,Group B,Jeju World Cup Stadium,Jeju ,Slovenia,1,3,Paraguay,A,Paraguay, ,43950040,SVN,PAR,28
619,2002,12 Jun 2002 - 20:30 ,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2,3,Spain,A,Spain, ,43950039,RSA,ESP,23
620,2002,13 Jun 2002 - 15:30 ,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2,5,Brazil,A,Brazil, ,43950041,CRC,BRA,22
621,2002,13 Jun 2002 - 15:30 ,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3,0,China PR,H,Turkey, ,43950042,TUR,CHN,29
622,2002,13 Jun 2002 - 20:30 ,Group G,International Stadium Yokohama,Yokohama ,Ecuador,1,0,Croatia,H,Ecuador, ,43950044,ECU,CRO,25
623,2002,13 Jun 2002 - 20:30 ,Group G,Oita Stadium Big Eye,Oita ,Mexico,1,1,Italy,D,Draw, ,43950043,MEX,ITA,21
624,2002,14 Jun 2002 - 15:30 ,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0,2,Japan,A,Japan, ,43950045,TUN,JPN,27
625,2002,14 Jun 2002 - 20:30 ,Group D,Incheon Football Stadium,Incheon ,Portugal,0,1,Korea Republic,A,Korea Republic, ,43950047,POR,KOR,27
626,2002,14 Jun 2002 - 20:30 ,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3,1,USA,H,Poland, ,43950048,POL,USA,23
627,2002,14 Jun 2002 - 15:30 ,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3,2,Russia,H,Belgium, ,43950046,BEL,RUS,26
628,2002,15 Jun 2002 - 20:30 ,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0,3,England,A,England, ,43950050,DEN,ENG,24
629,2002,15 Jun 2002 - 15:30 ,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1,0,Paraguay,H,Germany, ,43950049,GER,PAR,28
630,2002,16 Jun 2002 - 20:30 ,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1,1,Republic of Ireland,D,Draw,Spain win on penalties (3 - 2) ,43950052,ESP,IRL,22
631,2002,16 Jun 2002 - 15:30 ,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1,2,Senegal,A,Senegal,Win on Golden Goal ,43950051,SWE,SEN,21
632,2002,17 Jun 2002 - 20:30 ,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2,0,Belgium,H,Brazil, ,43950054,BRA,BEL,25
633,2002,17 June 2002 - 15:30 ,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0,2,USA,A,USA, ,43950053,MEX,USA,27
634,2002,18 Jun 2002 - 15:30 ,Round of 16,Miyagi Stadium,Rifu ,Japan,0,1,Turkey,A,Turkey, ,43950055,JPN,TUR,26
635,2002,18 Jun 2002 - 20:30 ,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea Republic,2,1,Italy,H,Korea Republic,Win on Golden Goal ,43950056,KOR,ITA,23
636,2002,21 Jun 2002 - 15:30 ,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1,2,Brazil,A,Brazil, ,43950057,ENG,BRA,26
637,2002,21 Jun 2002 - 20:30 ,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1,0,USA,H,Germany, ,43950058,GER,USA,25
638,2002,22 Jun 2002 - 20:30 ,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0,1,Turkey,A,Turkey,Win on Golden Goal ,43950060,SEN,TUR,27
639,2002,22 Jun 2002 - 15:30 ,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0,0,Korea Republic,D,Draw,Korea Republic win on penalties (3 - 5) ,43950059,ESP,KOR,27
640,2002,25 Jun 2002 - 20:30 ,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1,0,Korea Republic,H,Germany, ,43950061,GER,KOR,29
641,2002,26 Jun 2002 - 20:30 ,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1,0,Turkey,H,Brazil, ,43950062,BRA,TUR,29
642,2002,29 Jun 2002 - 20:00 ,Third place,Daegu World Cup Stadium,Daegu ,Korea Republic,2,3,Turkey,A,Turkey, ,43950063,KOR,TUR,28
643,2002,30 Jun 2002 - 20:00 ,Final,International Stadium Yokohama,Yokohama ,Germany,0,2,Brazil,A,Brazil, ,43950064,GER,BRA,25
644,2006,09 Jun 2006 - 18:00 ,Group A,"FIFA World Cup Stadium, Munich",Munich ,Germany,4,2,Costa Rica,H,Germany, ,97410001,GER,CRC,20
645,2006,09 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0,2,Ecuador,A,Ecuador, ,97410002,POL,ECU,22
646,2006,10 Jun 2006 - 15:00 ,Group B,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1,0,Paraguay,H,England, ,97410003,ENG,PAR,23
647,2006,10 Jun 2006 - 18:00 ,Group B,"FIFA World Cup Stadium, Dortmund",Dortmund ,Trinidad and Tobago,0,0,Sweden,D,Draw, ,97410004,TRI,SWE,22
648,2006,10 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2,1,Ivory Coast,H,Argentina, ,97410005,ARG,CIV,22
649,2006,11 Jun 2006 - 15:00 ,Group C,Zentralstadion,Leipzig ,Serbia,0,1,Netherlands,A,Netherlands, ,97410006,SCG,NED,22
650,2006,11 Jun 2006 - 18:00 ,Group D,Franken-Stadion,Nuremberg ,Mexico,3,1,Iran,H,Mexico, ,97410007,MEX,IRN,20
651,2006,11 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0,1,Portugal,A,Portugal, ,97410008,ANG,POR,24
652,2006,12 Jun 2006 - 15:00 ,Group F,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3,1,Japan,H,Australia, ,97410012,AUS,JPN,21
653,2006,12 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0,3,Czech Republic,A,Czech Republic, ,97410010,USA,CZE,22
654,2006,12 Jun 2006 - 21:00 ,Group E,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2,0,Ghana,H,Italy, ,97410009,ITA,GHA,21
655,2006,13 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2,1,Togo,H,Korea Republic, ,97410014,KOR,TOG,23
656,2006,13 Jun 2006 - 18:00 ,Group G,Gottlieb-Daimler-Stadion,Stuttgart ,France,0,0,Switzerland,D,Draw, ,97410013,FRA,SUI,22
657,2006,13 Jun 2006 - 21:00 ,Group F,Olympiastadion,Berlin ,Brazil,1,0,Croatia,H,Brazil, ,97410011,BRA,CRO,26
658,2006,14 Jun 2006 - 15:00 ,Group H,Zentralstadion,Leipzig ,Spain,4,0,Ukraine,H,Spain, ,97410015,ESP,UKR,22
659,2006,14 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2,2,Saudi Arabia,D,Draw, ,97410016,TUN,KSA,20
660,2006,14 Jun 2006 - 21:00 ,Group A,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1,0,Poland,H,Germany, ,97410017,GER,POL,22
661,2006,15 Jun 2006 - 15:00 ,Group A,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica,H,Ecuador, ,97410018,ECU,CRC,22
662,2006,15 Jun 2006 - 18:00 ,Group B,Franken-Stadion,Nuremberg ,England,2,0,Trinidad and Tobago,H,England, ,97410019,ENG,TRI,20
663,2006,15 Jun 2006 - 21:00 ,Group B,Olympiastadion,Berlin ,Sweden,1,0,Paraguay,H,Sweden, ,97410020,SWE,PAR,26
664,2006,16 Jun 2006 - 15:00 ,Group C,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,Serbia,H,Argentina, ,97410021,ARG,SCG,22
665,2006,16 Jun 2006 - 18:00 ,Group C,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,Ivory Coast,H,Netherlands, ,97410022,NED,CIV,22
666,2006,16 Jun 2006 - 21:00 ,Group D,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola,D,Draw, ,97410023,MEX,ANG,21
667,2006,17 Jun 2006 - 15:00 ,Group D,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,Iran,H,Portugal, ,97410024,POR,IRN,23
668,2006,17 Jun 2006 - 18:00 ,Group E,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana,A,Ghana, ,97410026,CZE,GHA,24
669,2006,17 Jun 2006 - 21:00 ,Group E,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA,D,Draw, ,97410025,ITA,USA,21
670,2006,18 Jun 2006 - 15:00 ,Group F,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia,D,Draw, ,97410028,JPN,CRO,20
671,2006,18 Jun 2006 - 18:00 ,Group F,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia,H,Brazil, ,97410027,BRA,AUS,20
672,2006,18 Jun 2006 - 21:00 ,Group G,Zentralstadion,Leipzig ,France,1,1,Korea Republic,D,Draw, ,97410029,FRA,KOR,22
673,2006,19 Jun 2006 - 15:00 ,Group G,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland,A,Switzerland, ,97410030,TOG,SUI,22
674,2006,19 Jun 2006 - 18:00 ,Group H,"FIFA World Cup Stadium, Hamburg",Hamburg ,Saudi Arabia,0,4,Ukraine,A,Ukraine, ,97410032,KSA,UKR,22
675,2006,19 Jun 2006 - 21:00 ,Group H,Gottlieb-Daimler-Stadion,Stuttgart ,Spain,3,1,Tunisia,H,Spain, ,97410031,ESP,TUN,22
676,2006,20 Jun 2006 - 16:00 ,Group A,Olympiastadion,Berlin ,Ecuador,0,3,Germany,A,Germany, ,97410033,ECU,GER,26
677,2006,20 Jun 2006 - 16:00 ,Group A,"FIFA World Cup Stadium, Hanover",Hanover ,Costa Rica,1,2,Poland,A,Poland, ,97410034,CRC,POL,21
678,2006,20 Jun 2006 - 21:00 ,Group B,"FIFA World Cup Stadium, Cologne",Cologne ,Sweden,2,2,England,D,Draw, ,97410035,SWE,ENG,24
679,2006,20 Jun 2006 - 21:00 ,Group B,Fritz-Walter-Stadion,Kaiserslautern ,Paraguay,2,0,Trinidad and Tobago,H,Paraguay, ,97410036,PAR,TRI,21
680,2006,21 Jun 2006 - 16:00 ,Group D,Zentralstadion,Leipzig ,Iran,1,1,Angola,D,Draw, ,97410040,IRN,ANG,22
681,2006,21 Jun 2006 - 16:00 ,Group D,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Portugal,2,1,Mexico,H,Portugal, ,97410039,POR,MEX,22
682,2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Netherlands,0,0,Argentina,D,Draw, ,97410037,NED,ARG,23
683,2006,21 Jun 2006 - 21:00 ,Group C,"FIFA World Cup Stadium, Munich",Munich ,Ivory Coast,3,2,Serbia,H,Ivory Coast, ,97410038,CIV,SCG,20
684,2006,22 Jun 2006 - 16:00 ,Group E,"FIFA World Cup Stadium, Hamburg",Hamburg ,Czech Republic,0,2,Italy,A,Italy, ,97410041,CZE,ITA,22
685,2006,22 Jun 2006 - 16:00 ,Group E,Franken-Stadion,Nuremberg ,Ghana,2,1,USA,H,Ghana, ,97410042,GHA,USA,20
686,2006,22 Jun 2006 - 21:00 ,Group F,"FIFA World Cup Stadium, Dortmund",Dortmund ,Japan,1,4,Brazil,A,Brazil, ,97410043,JPN,BRA,22
687,2006,22 Jun 2006 - 21:00 ,Group F,Gottlieb-Daimler-Stadion,Stuttgart ,Croatia,2,2,Australia,D,Draw, ,97410044,CRO,AUS,22
688,2006,23 Jun 2006 - 16:00 ,Group H,Olympiastadion,Berlin ,Ukraine,1,0,Tunisia,H,Ukraine, ,97410048,UKR,TUN,26
689,2006,23 Jun 2006 - 16:00 ,Group H,Fritz-Walter-Stadion,Kaiserslautern ,Saudi Arabia,0,1,Spain,A,Spain, ,97410047,KSA,ESP,21
690,2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Cologne",Cologne ,Togo,0,2,France,A,France, ,97410045,TOG,FRA,24
691,2006,23 Jun 2006 - 21:00 ,Group G,"FIFA World Cup Stadium, Hanover",Hanover ,Switzerland,2,0,Korea Republic,H,Switzerland, ,97410046,SUI,KOR,21
692,2006,24 Jun 2006 - 17:00 ,Round of 16,"FIFA World Cup Stadium, Munich",Munich ,Germany,2,0,Sweden,H,Germany, ,97410049,GER,SWE,20
693,2006,24 Jun 2006 - 21:00 ,Round of 16,Zentralstadion,Leipzig ,Argentina,2,1,Mexico,H,Argentina,Argentina win after extra time ,97410050,ARG,MEX,22
